"RiskPercent","WinRate","RewardRiskRatio","EndBalance"
0.013,30,4,178371.665521177
0.013,21,6,178328.130473163
0.01,38,3,178281.253561971
0.017,14,9,178248.220296961
0.007,16,10,178206.544816617
0.011,25,5,178120.577954456
0.009,17,9,177629.325524559
0.003,32,8,177564.496511694
0.003,26,10,177543.863519696
0.015,15,8,177490.877323145
0.008,22,7,177485.431781636
0.012,30,4,177395.028077332
0.015,35,3,177389.298435467
0.005,31,6,177349.715276745
0.004,40,5,177335.666912911
0.002,35,10,177320.466008306
0.019,19,6,177259.636411231
0.004,22,10,176985.434546562
0.022,14,8,176760.596743618
0.02,16,7,176731.019333755
0.029,11,10,176643.750440155
0.006,19,9,176561.944583413
0.004,39,5,176528.921584707
0.021,25,4,176480.325227895
0.004,31,7,176451.499451704
0.008,29,5,176429.147564555
0.004,35,6,176398.463597648
0.011,30,4,176343.644156957
0.016,19,6,176157.039170788
0.005,30,6,176051.135305406
0.013,36,3,176020.981925209
0.03,12,9,175992.943149699
0.007,36,4,175961.08461623
0.007,23,7,175703.927850516
0.017,33,3,175626.747427552
0.03,13,8,175507.389791165
0.014,17,7,175494.572554091
0.021,32,3,175421.340647013
0.007,18,9,175369.021363938
0.005,27,7,175317.476821748
0.003,28,9,175276.083143903
0.005,35,5,175186.588187692
0.021,12,10,174785.315263482
0.009,23,6,174621.678393633
0.006,28,6,174600.167076694
0.011,19,7,174597.418020104
0.004,30,7,174486.502959269
0.022,25,4,174464.04725574
0.03,30,3,174452.66475022
0.007,26,6,174303.140676845
0.006,32,5,174271.345667621
0.013,14,9,174255.238690446
0.008,20,8,174254.824460701
0.007,25,6,174217.76799444
0.004,24,9,174200.927884945
0.005,36,5,174190.964413071
0.004,34,6,174190.006283592
0.022,21,5,174142.925526609
0.007,20,8,174129.336520906
0.014,28,4,174122.969666502
0.002,38,9,173939.563956248
0.002,37,9,173904.782304156
0.006,39,4,173859.658818146
0.009,24,6,173525.265801564
0.019,22,5,173503.620939998
0.014,35,3,173344.197497896
0.008,34,4,173153.124838872
0.012,15,9,173098.186373268
0.008,21,7,173000.532535014
0.024,40,2,172937.196344422
0.021,16,7,172887.696605157
0.003,40,6,172818.542764086
0.004,26,8,172809.462059831
0.009,15,10,172763.541952688
0.023,21,5,172762.267311004
0.026,11,10,172433.974293387
0.007,19,8,172383.35504308
0.015,19,6,172378.238760137
0.005,22,9,172336.480728842
0.007,30,5,172333.491411026
0.004,29,7,172212.463222515
0.028,40,2,172147.248978197
0.012,36,3,172129.833086652
0.003,35,7,172123.082352943
0.003,31,8,172089.930446909
0.006,24,7,172057.121912609
0.01,39,3,172046.69777315
0.012,21,6,172013.943338062
0.018,12,10,171989.180065815
0.002,34,10,171942.721972297
0.005,21,9,171820.349086717
0.025,16,6,171778.793686506
0.009,40,3,171695.068516961
0.016,23,5,171598.50926284
0.009,27,5,171487.543267322
0.009,18,8,171407.969812908
0.01,19,7,171375.772093298
0.023,31,3,171135.084004015
0.004,21,10,170940.183908632
0.017,19,6,170933.659861702
0.025,40,2,170925.575348658
0.019,25,4,170894.357013773
0.009,26,5,170840.660156199
0.017,22,5,170733.854230779
0.028,39,2,170707.469111465
0.006,38,4,170707.243324918
0.004,33,6,170666.052413403
0.007,22,7,170662.251093395
0.002,33,10,170586.435657314
0.008,17,9,170564.134936615
0.013,20,6,170553.625588461
0.013,35,3,170525.922922238
0.006,17,10,170498.442439923
0.014,23,5,170410.632816014
0.013,17,7,170356.11662789
0.027,15,7,170352.206327948
0.005,34,5,170264.732132143
0.006,21,8,170254.514726449
0.011,29,4,169964.687227026
0.003,34,7,169906.958146815
0.003,39,6,169725.684403828
0.004,38,5,169634.803457895
0.014,13,10,169605.925741663
0.012,16,8,169601.647842701
0.015,27,4,169584.512893644
0.015,12,10,169556.998701203
0.011,14,10,169518.843567549
0.018,21,5,169465.682211346
0.027,17,6,169463.538882742
0.008,18,8,169431.140789569
0.018,32,3,169414.664481145
0.03,15,7,169346.562870531
0.018,26,4,169318.252539713
0.002,36,9,169035.743577254
0.012,29,4,168879.914251557
0.027,40,2,168844.898473223
0.005,23,8,168726.431812186
0.008,28,5,168565.881162904
0.02,25,4,168378.428398507
0.014,34,3,168275.640584083
0.013,18,7,168244.102159514
0.005,26,7,168174.935790828
0.01,25,5,168109.630487236
0.008,24,6,168045.43672011
0.006,18,9,167986.517507762
0.012,14,9,167984.779030282
0.023,15,7,167952.547612461
0.009,39,3,167845.193403372
0.006,23,7,167816.482679475
0.028,17,6,167787.22037503
0.011,15,9,167753.928376734
0.025,24,4,167750.275742714
0.016,33,3,167533.555394359
0.012,24,5,167530.663129654
0.029,23,4,167488.412767964
0.006,31,5,167445.568885494
0.003,38,6,167249.149696884
0.004,23,9,167037.127709225
0.002,40,8,166957.336209135
0.029,29,3,166940.965342054
0.01,17,8,166916.043911043
0.006,37,4,166909.556291739
0.021,15,7,166898.265015401
0.022,31,3,166896.120833344
0.01,22,6,166791.134632119
0.015,33,3,166760.059584992
0.011,13,10,166672.777022818
0.022,13,9,166524.800866136
0.003,30,8,166514.209770621
0.003,25,10,166480.19981205
0.002,32,10,166434.916243403
0.005,29,6,166406.158287524
0.013,28,4,166281.65473607
0.007,35,4,166262.65762882
0.018,22,5,166204.246973585
0.011,21,6,166200.939764038
0.02,12,9,166162.22980371
0.016,16,7,165821.45585341
0.017,32,3,165764.948480055
0.008,27,5,165758.075153628
0.007,29,5,165663.236000028
0.012,18,7,165578.391331857
0.008,33,4,165501.745309307
0.002,35,9,165390.928755988
0.009,16,9,165293.85741973
0.022,18,6,165286.803770215
0.017,26,4,165283.82198125
0.005,20,9,165249.631130104
0.007,17,9,165241.675151881
0.026,30,3,165237.81562297
0.008,20,7,165000.09254636
0.006,27,6,164977.170415163
0.026,15,7,164971.793277565
0.024,24,4,164916.335483585
0.008,15,10,164895.214121035
0.016,12,10,164839.251454548
0.016,15,8,164815.498221887
0.002,39,8,164778.018827266
0.012,35,3,164773.907344901
0.013,13,10,164745.751294493
0.028,13,8,164473.234052321
0.021,18,6,164440.102333932
0.019,32,3,164405.228067556
0.018,16,7,164351.624301043
0.017,21,5,164244.982113243
0.006,20,8,164206.052721069
0.005,40,4,164199.638652272
0.026,40,2,164190.900556416
0.004,37,5,164148.341675989
0.019,16,7,164130.950751098
0.004,32,6,163784.715081528
0.003,33,7,163703.085012633
0.013,16,8,163674.575635007
0.029,39,2,163572.75971927
0.009,17,8,163543.87367844
0.021,21,5,163520.99001159
0.009,31,4,163496.540754544
0.004,25,8,163432.068768974
0.027,12,9,163279.20476084
0.007,21,7,163278.241864226
0.02,11,10,163257.684520178
0.024,11,10,163236.859375574
0.03,23,4,163228.336283592
0.004,28,7,163199.832434372
0.017,13,9,163177.264936905
0.017,14,8,163152.158032449
0.011,37,3,163147.525715922
0.004,31,6,163143.999688308
0.011,36,3,163075.764485813
0.003,27,9,163052.302435257
0.014,19,6,163016.472710698
0.016,32,3,162778.156086717
0.002,34,9,162733.392463571
0.005,33,5,162724.567702451
0.004,27,7,162470.41981245
0.026,12,9,162458.867617221
0.025,20,5,162368.052818298
0.012,28,4,162324.110936632
0.025,30,3,162245.694492192
0.014,15,8,162245.277332653
0.014,20,6,162219.923860672
0.014,14,9,162133.133705595
0.014,27,4,162126.478120937
0.03,39,2,162081.261619575
0.009,14,10,162000.576843671
0.003,26,9,161979.828982957
0.019,18,6,161938.795038236
0.017,18,6,161832.002470971
0.026,13,8,161765.787553755
0.013,23,5,161764.681215138
0.02,30,3,161753.580772689
0.006,30,5,161583.593001732
0.004,22,9,161518.790220811
0.008,31,4,161512.843813995
0.01,30,4,161482.749343547
0.007,34,4,161446.190135347
0.016,18,6,161426.638086884
0.002,31,10,161422.813171809
0.021,31,3,161290.707326476
0.003,24,10,161289.463116072
0.002,38,8,161286.248435808
0.021,20,5,161271.161036178
0.011,18,7,161165.093948516
0.018,25,4,161143.206853958
0.005,18,10,161142.304892193
0.007,28,5,161134.739906652
0.02,17,6,161052.787294605
0.027,24,4,161002.448664742
0.017,16,7,160979.353421475
0.023,24,4,160966.799652683
0.014,33,3,160814.206381309
0.003,23,10,160758.156746932
0.008,14,10,160741.806035242
0.003,37,6,160606.56109872
0.016,22,5,160603.514474082
0.016,14,8,160600.699696232
0.011,24,5,160591.442064444
0.022,11,10,160581.615114607
0.006,36,4,160574.108148207
0.025,23,4,160572.060041271
0.004,36,5,160563.95031744
0.008,32,4,160482.5855734
0.014,26,4,160433.409736699
0.005,25,7,160358.488234446
0.006,16,10,160244.84158098
0.018,14,8,160202.343387137
0.005,28,6,160122.05179451
0.015,17,7,160095.592519918
0.007,24,6,160060.342914371
0.005,21,8,160002.261041303
0.019,12,10,159990.440850224
0.002,37,8,159985.197263784
0.01,37,3,159967.907493092
0.005,22,8,159930.288812725
0.009,38,3,159883.665449654
0.004,20,10,159883.54856252
0.006,29,5,159848.087038549
0.005,39,4,159746.000757424
0.021,17,6,159678.402153959
0.027,11,10,159639.586338486
0.003,32,7,159553.077409368
0.011,14,9,159480.306237021
0.023,12,9,159423.0786714
0.013,34,3,159380.768712578
0.016,21,5,159375.195232158
0.029,13,8,159308.87483702
0.027,13,8,159259.597876529
0.018,11,10,159217.953556994
0.003,31,7,159208.845645502
0.005,24,7,159208.225557248
0.022,30,3,159152.368686071
0.005,32,5,159056.785893183
0.024,20,5,159032.376341485
0.026,24,4,159021.198727195
0.027,20,5,158948.122419655
0.008,23,6,158895.316055986
0.015,26,4,158874.737710938
0.004,24,8,158850.16559894
0.009,18,7,158812.115903336
0.027,39,2,158765.59022988
0.021,30,3,158737.472664723
0.005,17,10,158680.273579764
0.003,28,8,158530.310521152
0.003,29,8,158530.310521151
0.019,21,5,158385.684887322
0.008,40,3,158310.364968492
0.002,33,9,158208.769749885
0.006,26,6,158192.619558728
0.016,26,4,158182.304314734
0.023,19,5,158164.727112085
0.01,24,5,158131.752909763
0.015,13,9,158045.560049783
0.02,31,3,158044.827109447
0.02,21,5,158030.385411839
0.006,25,6,157993.452232017
0.021,11,10,157908.281075871
0.003,36,6,157897.948682974
0.002,36,8,157811.65284566
0.002,30,10,157771.715608325
0.006,22,7,157742.216541886
0.002,29,10,157598.277738179
0.013,15,8,157478.307206307
0.023,40,2,157443.871905075
0.005,23,7,157435.306223637
0.008,22,6,157390.10979668
0.003,25,9,157381.88971892
0.007,33,4,157373.912380399
0.009,15,9,157313.818488031
0.02,18,6,157266.854522983
0.012,27,4,157055.769067402
0.009,19,7,156993.586090374
0.024,12,9,156921.656410107
0.025,17,6,156845.992147675
0.012,20,6,156836.403430413
0.004,21,9,156745.940749626
0.008,16,9,156700.839509784
0.005,27,6,156630.433511294
0.005,19,9,156564.496493535
0.016,13,9,156543.152018696
0.026,19,5,156498.695293564
0.028,23,4,156462.203216905
0.01,21,6,156390.867141916
0.019,15,7,156342.996482267
0.024,13,8,156261.683436706
0.008,15,9,156200.358147824
0.003,24,9,156065.57604945
0.007,18,8,156054.480948701
0.011,35,3,155919.498865355
0.013,33,3,155857.015092059
0.004,23,8,155624.223146622
0.005,38,4,155568.639495875
0.008,26,5,155508.370273445
0.013,19,6,155440.017422315
0.02,14,8,155378.207539081
0.01,35,3,155364.836699766
0.014,12,10,155361.228434122
0.006,17,9,155291.280183295
0.005,37,4,155257.836432152
0.01,18,7,155195.93089519
0.007,27,5,155158.348632568
0.006,24,6,155035.856883204
0.01,29,4,154919.332343172
0.022,15,7,154690.87028391
0.007,15,10,154672.170782524
0.022,40,2,154574.82968836
0.018,31,3,154501.827924086
0.009,22,6,154439.035618475
0.008,39,3,154309.370882745
0.002,40,7,154273.989407421
0.006,35,4,154247.612784131
0.004,30,6,154216.717792931
0.003,35,6,154195.412361635
0.022,12,9,154194.057369633
0.019,14,8,154098.044517308
0.004,35,5,154034.349877292
0.017,11,10,154017.353345449
0.011,23,5,153950.758617605
0.02,24,4,153890.449227176
0.002,39,7,153830.346088587
0.013,27,4,153806.953925411
0.003,30,7,153801.059354869
0.009,30,4,153791.854264827
0.007,40,3,153765.170627436
0.002,32,9,153533.362406785
0.023,20,5,153437.14754811
0.023,14,8,153398.708580344
0.011,20,6,153295.857060663
0.009,21,6,153276.139407463
0.02,20,5,153177.870515547
0.022,29,3,153109.071189389
0.002,31,9,152981.680058863
0.026,23,4,152941.075115348
0.017,25,4,152724.29115985
0.011,28,4,152682.161358016
0.014,22,5,152530.113602375
0.007,16,9,152464.476903183
0.027,29,3,152359.541998476
0.003,34,6,152296.859408205
0.018,18,6,152229.505800367
0.004,34,5,152160.610004351
0.003,40,5,152079.366656384
0.004,26,7,152058.284888061
0.003,22,10,152039.237818282
0.007,23,6,152034.867881045
0.012,34,3,152009.641508764
0.002,28,10,151913.693773252
0.007,31,4,151855.335735994
0.002,34,8,151821.419746185
0.023,17,6,151810.576826849
0.012,13,10,151797.135365714
0.005,30,5,151785.139000683
0.01,16,8,151733.292771128
0.004,40,4,151731.600138066
0.027,23,4,151721.046173136
0.014,13,9,151601.506532259
0.003,27,8,151582.573176663
0.009,24,5,151543.525656366
0.01,36,3,151498.944159073
0.002,35,8,151412.083418006
0.024,39,2,151372.619818411
0.011,16,8,151294.288420409
0.002,38,7,151195.149480905
0.006,19,8,151187.290515016
0.022,17,6,151170.940227495
0.002,30,9,151157.01574527
0.003,39,5,151151.538649086
0.012,23,5,151143.708780091
0.015,22,5,151091.249546328
0.005,31,5,151058.388599253
0.009,37,3,150935.356536692
0.003,26,8,150929.217323572
0.019,31,3,150877.853611148
0.006,34,4,150725.645202661
0.011,15,8,150696.57735692
0.025,29,3,150675.769773334
0.005,20,8,150640.845383481
0.005,26,6,150557.345758899
0.007,20,7,150462.35419966
0.014,18,6,150433.235077108
0.003,33,6,150390.099789693
0.006,33,4,150364.369870041
0.022,39,2,150349.316219129
0.011,17,7,150344.931480072
0.018,30,3,150332.701842878
0.003,29,7,150298.30484571
0.006,28,5,150251.617244193
0.007,32,4,150216.782598213
0.018,13,9,150207.806752646
0.024,23,4,150185.614675911
0.007,17,8,150172.494226178
0.004,19,10,150135.324587272
0.009,29,4,150100.24518994
0.009,25,5,150077.920737077
0.015,32,3,150050.491098517
0.023,30,3,150043.229936208
0.006,21,7,149990.390564489
0.012,15,8,149962.328032364
0.015,14,8,149943.376661527
0.005,36,4,149918.201253243
0.03,38,2,149741.383674888
0.024,19,5,149703.521118843
0.015,31,3,149421.694733056
0.004,25,7,149357.991317685
0.018,20,5,149356.475626393
0.009,36,3,149314.170735118
0.002,27,10,149263.640129259
0.009,20,6,149180.535530885
0.008,38,3,148972.586318574
0.01,13,10,148961.959318331
0.01,23,5,148924.662983911
0.013,26,4,148889.527570127
0.027,38,2,148805.127736654
0.002,36,7,148700.227201374
0.022,14,7,148557.996225112
0.024,30,3,148515.801554093
0.004,22,8,148349.500118538
0.03,10,10,148285.6831104
0.008,25,5,148221.419898473
0.002,33,8,148176.874899166
0.018,15,7,148173.535247917
0.019,40,2,148099.137936012
0.019,11,10,148094.428594738
0.021,40,2,148057.099896751
0.011,12,10,148044.236567788
0.015,25,4,147951.142778143
0.004,29,6,147915.777799336
0.016,25,4,147785.885272311
0.022,23,4,147772.431540876
0.005,18,9,147596.151748881
0.002,37,7,147586.26208646
0.021,13,8,147546.125185637
0.024,17,6,147479.548364646
0.006,15,10,147461.238230048
0.008,17,8,147455.360184962
0.011,34,3,147446.58673505
0.013,22,5,147429.016568385
0.004,28,6,147419.664331359
0.027,11,9,147373.808560337
0.012,12,10,147260.241931437
0.026,29,3,147227.018526231
0.013,13,9,147173.023314302
0.01,20,6,147153.116111304
0.006,27,5,147147.258244386
0.008,30,4,147141.667793133
0.005,25,6,147119.757717647
0.026,39,2,147092.85714637
0.022,13,8,147053.707170597
0.01,27,4,146997.035171677
0.007,39,3,146987.820212863
0.012,14,8,146917.723924336
0.003,23,9,146889.932657485
0.003,38,5,146755.020857776
0.016,31,3,146749.177042282
0.017,24,4,146744.717209841
0.02,40,2,146720.860682209
0.002,29,9,146719.341394607
0.025,39,2,146679.120233591
0.008,19,7,146674.271258446
0.017,31,3,146670.945496273
0.008,16,8,146608.695075679
0.019,17,6,146571.856976154
0.012,22,5,146537.083376983
0.008,37,3,146514.38804277
0.025,13,8,146472.414913268
0.003,32,6,146463.253513773
0.006,18,8,146447.36654804
0.004,20,9,146443.129741042
0.005,22,7,146441.418849649
0.023,11,10,146417.431759047
0.012,33,3,146354.022602354
0.012,17,7,146158.207577566
0.011,22,5,146131.115260466
0.029,19,5,146128.764740585
0.005,35,4,146107.368386991
0.029,38,2,146082.903816849
0.021,12,9,145906.941097713
0.014,21,5,145890.231850013
0.003,28,7,145856.712393586
0.026,28,3,145855.757547184
0.004,18,10,145838.854683124
0.004,39,4,145782.468835417
0.028,11,9,145768.780843623
0.003,25,8,145763.380287813
0.018,40,2,145621.731442566
0.004,32,5,145552.982214218
0.003,37,5,145544.978373035
0.01,28,4,145461.870263089
0.015,16,7,145273.009861712
0.003,21,10,145223.628849201
0.015,18,6,145119.227034428
0.005,17,9,145108.717687113
0.004,33,5,145099.600820772
0.005,16,10,145076.542753072
0.007,26,5,145075.689853138
0.009,35,3,145075.631936754
0.028,38,2,145040.670057905
0.019,30,3,145032.535274661
0.028,29,3,145016.896626679
0.022,20,5,144962.78324518
0.009,16,8,144955.861650029
0.018,39,2,144915.790171984
0.019,20,5,144914.928356723
0.013,12,10,144861.571604352
0.002,31,8,144828.207027768
0.025,10,10,144803.85508499
0.002,26,10,144609.497688868
0.011,27,4,144592.199847064
0.021,24,4,144571.211999294
0.002,32,8,144489.728889737
0.008,21,6,144468.953458298
0.029,16,6,144417.939537402
0.013,25,4,144410.589789659
0.006,16,9,144332.568747733
0.017,30,3,144297.102366326
0.004,21,8,144294.28457779
0.008,24,5,144221.687532694
0.027,28,3,144196.65069728
0.002,40,6,144194.039248479
0.01,34,3,144110.973849876
0.007,13,10,143986.622563042
0.023,39,2,143937.522896121
0.018,17,6,143841.900710526
0.009,28,4,143819.514496744
0.008,18,7,143793.61554875
0.008,13,10,143750.563603964
0.026,17,6,143694.150939245
0.007,38,3,143571.242265291
0.012,16,7,143517.389810439
0.028,19,5,143516.257388959
0.017,17,6,143512.167171039
0.026,38,2,143467.325403086
0.006,23,6,143447.351159785
0.009,13,10,143434.600108316
0.005,19,8,143366.911150997
0.002,28,9,143354.900228833
0.017,13,8,143267.076856083
0.002,35,7,143213.22980523
0.006,40,3,143115.88400219
0.02,15,7,143101.692082683
0.025,14,7,142981.491616996
0.011,33,3,142974.940478988
0.011,26,4,142932.039700963
0.007,14,10,142882.52951573
0.004,24,7,142860.893934995
0.03,14,7,142836.472016842
0.03,29,3,142781.218851895
0.01,14,9,142676.25497047
0.005,29,5,142561.321081611
0.004,37,4,142553.435446127
0.007,18,7,142508.880644226
0.025,38,2,142451.415789324
0.006,14,10,142393.562439088
0.003,31,6,142220.230113272
0.012,26,4,142169.339821357
0.013,16,7,142166.880205915
0.004,31,5,142135.675085821
0.026,16,6,142134.55499988
0.003,22,9,142122.236561803
0.023,29,3,142117.748652273
0.007,21,6,142095.83418186
0.015,12,9,142088.085819941
0.012,32,3,141995.039902024
0.003,24,8,141957.455260645
0.004,38,4,141956.002348925
0.025,19,5,141873.119038445
0.007,19,7,141872.002259318
0.014,32,3,141858.099241355
0.01,15,8,141832.66383275
0.014,17,6,141706.820073679
0.016,11,10,141701.059994465
0.012,13,9,141677.749169543
0.007,15,9,141663.17059712
0.012,21,5,141560.447432117
0.008,36,3,141537.740638657
0.003,20,10,141487.070876454
0.003,36,5,141438.767593779
0.002,25,10,141431.993407855
0.023,14,7,141293.699084705
0.005,21,7,141264.055898871
0.007,22,6,141262.907625837
0.009,14,9,141214.712091907
0.005,28,5,141157.066943847
0.002,39,6,141098.8871984
0.01,22,5,141097.530472873
0.008,35,3,141085.579880641
0.011,19,6,141066.67050359
0.006,31,4,141057.446726147
0.027,19,5,141000.37486301
0.014,25,4,140950.131128329
0.023,13,8,140926.532067802
0.008,29,4,140921.222980312
0.014,16,7,140918.294894044
0.002,24,10,140842.094511461
0.02,13,8,140742.421000053
0.008,14,9,140663.85682219
0.001,40,10,140661.997666537
0.004,19,9,140589.414235371
0.007,16,8,140562.298402501
0.002,30,8,140539.749713046
0.021,29,3,140537.911874893
0.01,19,6,140510.91830507
0.029,28,3,140449.829371418
0.014,15,7,140445.80205313
0.002,27,9,140432.229938357
0.006,32,4,140382.05400132
0.005,24,6,140330.848539681
0.004,17,10,140300.877959472
0.015,30,3,140299.850460608
0.009,23,5,140207.977542612
0.007,30,4,140111.254198105
0.027,10,10,140105.705468729
0.013,32,3,140099.498089062
0.017,20,5,140091.135016646
0.002,34,7,140041.104213072
0.019,13,8,140035.03864608
0.004,25,6,140017.656141288
0.002,33,7,139996.300916736
0.019,24,4,139994.396478743
0.004,26,6,139978.460604497
0.024,29,3,139936.064640322
0.002,38,6,139918.679366557
0.012,19,6,139909.740043268
0.022,38,2,139821.882395372
0.004,27,6,139782.647440881
0.021,39,2,139720.513161444
0.008,20,6,139618.186725985
0.005,34,4,139608.930919831
0.003,27,7,139589.876539062
0.003,23,8,139525.756129673
0.001,39,10,139506.361740754
0.004,20,8,139493.721579692
0.017,12,9,139329.90270055
0.015,24,4,139232.57909369
0.005,33,4,139225.562483621
0.007,25,5,139167.942742484
0.013,18,6,138985.03630694
0.009,15,8,138978.960030756
0.01,17,7,138978.812454977
0.003,30,6,138943.659065288
0.008,23,5,138922.69137433
0.015,17,6,138860.827037646
0.016,12,9,138851.973808123
0.011,13,9,138848.218871724
0.009,17,7,138811.677960932
0.018,12,9,138778.15838205
0.027,14,7,138772.249100184
0.03,19,5,138756.998574767
0.007,37,3,138711.159816505
0.006,15,9,138646.813080227
0.006,26,5,138612.325561108
0.023,11,9,138572.054050045
0.024,15,7,138551.209251232
0.003,35,5,138541.251693391
0.01,33,3,138460.85545403
0.003,19,10,138393.534390036
0.016,29,3,138270.839999549
0.016,15,7,138097.427780042
0.005,20,7,138024.934695271
0.003,34,5,137968.910813335
0.028,14,7,137959.034150394
0.028,22,4,137946.6953626
0.02,39,2,137928.860990733
0.007,36,3,137897.988180841
0.006,22,6,137779.43694136
0.01,12,10,137775.574291333
0.025,28,3,137572.774326763
0.001,38,10,137571.094268143
0.004,23,7,137567.666693419
0.012,25,4,137472.641576238
0.018,13,8,137364.02583114
0.004,18,9,137310.867576278
0.002,37,6,137260.743075027
0.022,19,5,137148.107295046
0.005,40,3,137128.288534755
0.027,37,2,137117.554615447
0.022,24,4,136975.009499117
0.006,17,8,136964.27812496
0.028,37,2,136874.205516467
0.015,21,5,136853.859889391
0.03,11,9,136830.885065233
0.021,28,3,136811.344559766
0.017,40,2,136774.636457547
0.006,20,7,136721.758333686
0.006,39,3,136671.118396396
0.017,10,10,136657.3544509
0.003,40,4,136611.092527173
0.008,34,3,136511.558961279
0.009,27,4,136505.674756261
0.003,26,7,136476.262742341
0.003,21,9,136359.185659021
0.028,28,3,136355.780208718
0.002,23,10,136300.542044759
0.019,39,2,136274.305050953
0.003,22,8,136102.982540452
0.023,23,4,136095.387344645
0.012,17,6,136085.83312687
0.005,23,6,136075.065775089
0.021,16,6,136049.100513123
0.011,32,3,135980.961869285
0.001,40,9,135918.224028029
0.002,26,9,135901.131472302
0.03,12,8,135836.239145048
0.002,31,7,135782.97426472
0.018,23,4,135699.087451852
0.004,36,4,135682.809503286
0.002,32,7,135652.692971052
0.002,29,8,135497.463744255
0.021,38,2,135473.673876012
0.004,22,7,135471.022357537
0.001,37,10,135468.823050726
0.003,29,6,135372.531856463
0.002,36,6,135352.576408918
0.004,30,5,135344.851381725
0.003,33,5,135337.21209106
0.004,35,4,135330.513518389
0.012,18,6,135288.234896814
0.02,29,3,135112.809313278
0.001,36,10,135081.953113262
0.006,37,3,135073.375044422
0.004,34,4,135060.139177373
0.006,38,3,135040.96326853
0.005,27,5,135027.391732085
0.004,29,5,135020.439140227
0.009,21,5,135007.951404833
0.002,27,8,134986.285847217
0.013,15,7,134825.621792014
0.023,38,2,134713.048661521
0.016,24,4,134691.471525805
0.013,21,5,134678.482993139
0.03,18,5,134577.808317446
0.006,25,5,134532.337366578
0.002,28,8,134501.242771219
0.003,20,9,134450.239890632
0.014,12,9,134413.756443045
0.023,37,2,134341.795891021
0.006,30,4,134326.261937699
0.013,31,3,134321.790764512
0.009,13,9,134276.303977379
0.009,34,3,134271.271872078
0.019,29,3,134216.319200954
0.007,29,4,134208.062262362
0.03,37,2,134172.482811359
0.015,40,2,134165.371381917
0.007,28,4,134161.102589279
0.002,35,6,134088.968008299
0.01,18,6,133980.878391072
0.016,20,5,133962.071714485
0.007,24,5,133950.023908284
0.018,28,3,133881.048380999
0.01,26,4,133877.665458613
0.016,40,2,133830.073411418
0.009,26,4,133829.802141021
0.004,19,8,133789.201583354
0.018,24,4,133759.542369605
0.001,39,9,133747.548272558
0.005,15,10,133737.61629294
0.017,29,3,133717.227407528
0.017,39,2,133671.665015926
0.01,14,8,133655.917503041
0.005,32,4,133633.16136714
0.026,37,2,133429.965478559
0.008,17,7,133421.996408115
0.001,35,10,133310.667242828
0.014,39,2,133288.250592882
0.005,16,9,133286.404930023
0.006,18,7,133224.085499059
0.011,31,3,133198.056065651
0.028,27,3,133186.990195283
0.014,30,3,133160.625913371
0.016,30,3,133147.882603572
0.003,25,7,133112.275161973
0.005,18,8,133109.24028928
0.006,24,5,133039.481237545
0.003,28,6,132977.748782564
0.024,37,2,132974.851322808
0.003,24,7,132888.854372506
0.024,28,3,132868.254789419
0.009,19,6,132855.662246976
0.004,21,7,132852.58130798
0.011,18,6,132845.809427587
0.008,28,4,132821.767344512
0.002,40,5,132723.612240538
0.009,22,5,132695.467587005
0.004,16,10,132677.225216337
0.011,25,4,132632.428745571
0.005,17,8,132630.992072815
0.003,19,9,132528.25853307
0.002,22,10,132516.19304292
0.002,30,7,132435.976327263
0.004,15,10,132385.708575017
0.005,26,5,132380.40568424
0.007,23,5,132328.633894935
0.015,15,7,132297.991366996
0.009,33,3,132208.941785021
0.018,19,5,132203.157208334
0.005,14,10,132202.17649029
0.013,24,4,132194.958566411
0.007,20,6,132157.501687831
0.001,38,9,132139.018507957
0.015,20,5,132135.004967042
0.006,21,6,132113.370572618
0.005,31,4,132105.296652466
0.002,23,9,132096.130463125
0.02,38,2,132018.548337451
0.024,16,6,132009.77502793
0.01,13,9,131974.575399547
0.006,19,7,131951.481593115
0.025,11,9,131904.985251731
0.028,16,6,131865.859793761
0.022,28,3,131839.259055266
0.002,25,9,131832.223309007
0.013,14,8,131832.025336514
0.005,39,3,131804.383481293
0.004,24,6,131801.18025902
0.029,10,10,131767.267219093
0.008,12,10,131761.167506928
0.003,21,8,131657.691782235
0.006,14,9,131596.748332924
0.009,32,3,131544.344716288
0.001,34,10,131490.271385074
0.02,28,3,131487.986693787
0.03,28,3,131438.405577414
0.006,36,3,131428.081202961
0.012,12,9,131366.531704159
0.029,12,8,131354.615683069
0.018,14,7,131300.604416057
0.012,11,10,131291.932781902
0.003,18,10,131276.849978701
0.008,22,5,131273.989394206
0.012,20,5,131255.38806847
0.007,35,3,131230.807781753
0.003,39,4,131208.802157848
0.002,24,9,131122.304599747
0.002,26,8,131107.18935011
0.026,14,7,130983.894441797
0.002,34,6,130972.148785045
0.003,38,4,130953.205782453
0.014,31,3,130942.522108814
0.018,29,3,130926.451025146
0.005,22,6,130890.558526743
0.01,31,3,130868.537954104
0.017,23,4,130839.804225124
0.014,14,8,130811.158241539
0.016,22,4,130763.960217025
0.02,19,5,130746.863512059
0.003,17,10,130671.831273047
0.002,29,7,130647.145991598
0.011,21,5,130624.780578089
0.012,31,3,130618.667923613
0.001,37,9,130615.122531727
0.024,38,2,130602.999219707
